"Theme","Topic","Author","Posted","Link","Views_20231201_005346","Replies_20231201_005346","Views_20231201_020746","Replies_20231201_020746","Views_20231201_023921","Replies_20231201_023921","Views_20231201_031916","Replies_20231201_031916","Views_20231201_042145","Replies_20231201_042145","Views_20231201_051725","Replies_20231201_051725","Views_20231201_062257","Replies_20231201_062257","Views_20231201_071849","Replies_20231201_071849","Views_20231201_082203","Replies_20231201_082203","Views_20231201_091936","Replies_20231201_091936","Views_20231201_102008","Replies_20231201_102008","Views_20231201_111813","Replies_20231201_111813","Views_20231201_122638","Replies_20231201_122638","Views_20231201_132250","Replies_20231201_132250","Views_20231201_141813","Replies_20231201_141813","Views_20231201_151759","Replies_20231201_151759","Views_20231201_162045","Replies_20231201_162045","Views_20231201_171814","Replies_20231201_171814","Views_20231201_182041","Replies_20231201_182041","Views_20231201_191541","Replies_20231201_191541","Views_20231201_201756","Replies_20231201_201756","Views_20231201_211712","Replies_20231201_211712","Views_20231201_221856","Replies_20231201_221856","Views_20231201_231711","Replies_20231201_231711","Views_20231202_004924","Replies_20231202_004924","Views_20231202_015421","Replies_20231202_015421","Views_20231202_022644","Replies_20231202_022644","Views_20231202_031844","Replies_20231202_031844","Views_20231202_041848","Replies_20231202_041848","Views_20231202_051633","Replies_20231202_051633","Views_20231202_062042","Replies_20231202_062042","Views_20231202_071704","Replies_20231202_071704","Views_20231202_081839","Replies_20231202_081839","Views_20231202_091832","Replies_20231202_091832","Views_20231202_101840","Replies_20231202_101840","Views_20231202_111535","Replies_20231202_111535","Views_20231202_122316","Replies_20231202_122316","Views_20231202_131859","Replies_20231202_131859","Views_20231202_141859","Replies_20231202_141859","Views_20231202_151810","Replies_20231202_151810","Views_20231202_161812","Replies_20231202_161812","Views_20231202_171732","Replies_20231202_171732","Views_20231202_181923","Replies_20231202_181923","Views_20231202_191704","Replies_20231202_191704","Views_20231202_201744","Replies_20231202_201744","Views_20231202_211731","Replies_20231202_211731","Views_20231202_221656","Replies_20231202_221656","Views_20231202_231754","Replies_20231202_231754","Views_20231203_005048","Replies_20231203_005048","Views_20231203_020413","Replies_20231203_020413","Views_20231203_023343","Replies_20231203_023343","Views_20231203_031734","Replies_20231203_031734","Views_20231203_041859","Replies_20231203_041859","Views_20231203_051735","Replies_20231203_051735","Views_20231203_061948","Replies_20231203_061948","Views_20231203_071655","Replies_20231203_071655","Views_20231203_082103","Replies_20231203_082103","Views_20231203_091852","Replies_20231203_091852","Views_20231203_101651","Replies_20231203_101651","Views_20231203_111631","Replies_20231203_111631","Views_20231203_122349","Replies_20231203_122349","Views_20231203_131743","Replies_20231203_131743","Views_20231203_141642","Replies_20231203_141642","Views_20231203_151724","Replies_20231203_151724","Views_20231203_161907","Replies_20231203_161907","Views_20231203_171648","Replies_20231203_171648","Views_20231203_181818","Replies_20231203_181818","Views_20231203_191734","Replies_20231203_191734","Views_20231203_201920","Replies_20231203_201920","Views_20231203_211754","Replies_20231203_211754","Views_20231203_221828","Replies_20231203_221828","Views_20231203_231703","Replies_20231203_231703","Views_20231204_005054","Replies_20231204_005054","Views_20231204_020142","Replies_20231204_020142"
"Adolescent nutrition","Webinar question: Could the appeal for using social media for improving nutrition knowledge and practices be different in urban areas vs. rural areas?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4254.aspx",4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0,4637,0
"Adolescent nutrition","Webinar question: Given that our school curricular are loaded already, how best can nutrition education be dispensed in schools? What best practice evidence is there?","Stephanie Wrottesley","2021-03-11","https://www.en-net.org/question/4244.aspx",5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5896,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7,5897,7
"Adolescent nutrition","Webinar question: How can an ethnographic, participatory approach to adolescent intervention be scaleable?","Natasha Lelijveld","2021-03-18","https://www.en-net.org/question/4253.aspx",4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1,4773,1
"Adolescent nutrition","Webinar question: I would be interested to know about any work or insights into eating disorders amongst adolescents in LMICs?","Stephanie Wrottesley","2021-03-05","https://www.en-net.org/question/4234.aspx",4433,0,4433,0,4433,0,4433,0,4433,0,4433,0,4433,0,4433,0,4433,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0,4434,0
"Adolescent nutrition","Webinar question: Is there any attempt to use MUAC for adolescent?","NATASHA LELIJVELD","2021-03-02","https://www.en-net.org/question/4219.aspx",4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4888,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1,4889,1
"Adolescent nutrition","Webinar question: Is there information, or any studies, on nutrition status among adolescents living with HIV?","Stephanie Wrottesley","2021-03-05","https://www.en-net.org/question/4233.aspx",4437,0,4437,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4438,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0,4439,0
"Adolescent nutrition","Webinar question: What major interventions should we focus on to improve adolescent nutrition?","Natasha Lelijveld","2021-03-09","https://www.en-net.org/question/4239.aspx",4860,1,4860,1,4860,1,4860,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1,4861,1
"Adolescent nutrition","Webinar question: What promising practices or evidence-based approaches have been effective in addressing adolescent anaemia?","NATASHA LELIJVELD","2021-03-04","https://www.en-net.org/question/4229.aspx",4697,1,4697,1,4697,1,4697,1,4697,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4698,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1,4699,1
"Adolescent nutrition","Webinar question: What reference for z-scores should we use for adolescents?","NATASHA LELIJVELD","2021-03-02","https://www.en-net.org/question/4220.aspx",4778,2,4779,2,4779,2,4779,2,4779,2,4779,2,4779,2,4779,2,4779,2,4779,2,4779,2,4779,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4780,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4781,2,4782,2,4782,2,4782,2,4782,2,4782,2,4782,2,4782,2,4782,2,4782,2,4782,2,4782,2,4782,2,4782,2,4782,2
"Adolescent nutrition","Weekly Iron Folate Supplementation for Adolescent (WIFS)","ISAAC WACHIRA","2022-01-19","https://www.en-net.org/question/4471.aspx",4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10,4142,10
"Announcements & Nutritionists needed","!URGENT! Seeking Delivery Advisor / Consultant (Nigeria) - Scaling Treatment of Acute Malnutrition","Amy Passaro","2023-04-12","https://www.en-net.org/question/4848.aspx",726,NA,726,NA,726,NA,726,NA,726,NA,726,NA,726,NA,726,NA,726,NA,726,NA,726,NA,727,NA,727,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA,728,NA
"Announcements & Nutritionists needed","!URGENT! Seeking Delivery Advisor / Consultant (Sudan) - Scaling Treatment of Acute Malnutrition","Amy Passaro","2023-04-12","https://www.en-net.org/question/4849.aspx",578,NA,578,NA,578,NA,578,NA,578,NA,578,NA,578,NA,578,NA,578,NA,578,NA,578,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,579,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA,580,NA
"Announcements & Nutritionists needed","!URGENT! Seeking Delivery Advisor / Consultant (Yemen) - Scaling Treatment of Acute Malnutrition","Amy Passaro","2023-04-12","https://www.en-net.org/question/4850.aspx",744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,744,NA,745,NA,745,NA,745,NA,745,NA,745,NA,745,NA,745,NA,745,NA,745,NA,745,NA
"Announcements & Nutritionists needed","[Médecins du Monde France] REFERENT NUTRITION ET SANTE COMMUNAUTAIRE (H/F) - Haiti","MdM France","2011-03-30","https://www.en-net.org/question/387.aspx",9891,NA,9891,NA,9891,NA,9891,NA,9891,NA,9891,NA,9891,NA,9891,NA,9891,NA,9891,NA,9891,NA,9891,NA,9891,NA,9892,NA,9892,NA,9892,NA,9892,NA,9892,NA,9893,NA,9893,NA,9893,NA,9893,NA,9893,NA,9893,NA,9893,NA,9893,NA,9893,NA,9893,NA,9893,NA,9893,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9894,NA,9895,NA,9895,NA,9895,NA,9895,NA,9895,NA,9895,NA,9895,NA,9895,NA,9895,NA,9895,NA,9895,NA,9895,NA,9895,NA,9895,NA
"Announcements & Nutritionists needed","[Médecins du Monde France] REFERENT NUTRITION ET SANTE COMMUNAUTAIRE (H/F) - Haiti","MdM France","2011-03-30","https://www.en-net.org/question/388.aspx",10322,NA,10322,NA,10322,NA,10322,NA,10322,NA,10322,NA,10322,NA,10322,NA,10322,NA,10323,NA,10323,NA,10323,NA,10323,NA,10323,NA,10323,NA,10323,NA,10323,NA,10323,NA,10323,NA,10323,NA,10323,NA,10323,NA,10323,NA,10324,NA,10324,NA,10324,NA,10324,NA,10324,NA,10324,NA,10324,NA,10325,NA,10325,NA,10325,NA,10325,NA,10325,NA,10325,NA,10325,NA,10325,NA,10325,NA,10325,NA,10326,NA,10326,NA,10326,NA,10326,NA,10326,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA,10327,NA
"Announcements & Nutritionists needed","**URGENT: YEMEN NUTRITION ADVISOR - SAVE THE CHILDREN**","Nicki Connell","2014-07-04","https://www.en-net.org/question/1410.aspx",9511,NA,9511,NA,9511,NA,9511,NA,9511,NA,9511,NA,9511,NA,9511,NA,9511,NA,9511,NA,9511,NA,9511,NA,9511,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9512,NA,9513,NA,9513,NA,9513,NA,9513,NA,9513,NA,9513,NA,9513,NA
"Announcements & Nutritionists needed","12 Nutrition Program Managers (junior) / 12 Chargés de projet en nutrition (junior)","Raphaël Jarrige","2012-02-24","https://www.en-net.org/question/655.aspx",9534,NA,9534,NA,9534,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9535,NA,9536,NA,9537,NA,9537,NA,9537,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA,9538,NA
"Announcements & Nutritionists needed","14-085: Community Mobilisation Advisor","Anonymous 1494","2014-02-05","https://www.en-net.org/question/1264.aspx",10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10367,NA,10368,NA
"Announcements & Nutritionists needed","15-333: Nutrition Coordinator","Anonymous 1494","2015-05-14","https://www.en-net.org/question/1732.aspx",9709,NA,9709,NA,9709,NA,9709,NA,9710,NA,9711,NA,9711,NA,9711,NA,9711,NA,9711,NA,9711,NA,9711,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9712,NA,9713,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA,9714,NA
"Announcements & Nutritionists needed","15-333: Nutrition Coordinator","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1768.aspx",9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9947,NA,9948,NA,9948,NA,9948,NA,9948,NA,9948,NA,9948,NA,9948,NA,9948,NA,9948,NA,9948,NA,9948,NA,9948,NA,9948,NA,9948,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA,9949,NA
"Announcements & Nutritionists needed","15-333/Nutrition Coordinator","Anonymous 1494","2015-05-07","https://www.en-net.org/question/1716.aspx",9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9295,NA,9296,NA,9296,NA,9296,NA,9296,NA,9296,NA,9296,NA,9296,NA,9296,NA,9296,NA,9296,NA,9296,NA,9296,NA,9296,NA,9296,NA,9296,NA,9296,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA,9297,NA
"Announcements & Nutritionists needed","15-374: Chief of Party, USAID Afghanistan Initiative for Hygiene, Sanitation, and Nutrition (IHSAN).","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1760.aspx",9484,NA,9484,NA,9484,NA,9484,NA,9484,NA,9484,NA,9484,NA,9484,NA,9484,NA,9484,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9485,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA,9486,NA
"Announcements & Nutritionists needed","15-402: Country Director - Afghanistan","Anonymous 1494","2015-06-02","https://www.en-net.org/question/1766.aspx",9169,NA,9170,NA,9170,NA,9170,NA,9170,NA,9170,NA,9170,NA,9170,NA,9170,NA,9170,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA,9171,NA
"Announcements & Nutritionists needed","15-444/Emergency Nutrition Manager","Anonymous 1494","2015-05-07","https://www.en-net.org/question/1717.aspx",9655,NA,9655,NA,9656,NA,9656,NA,9656,NA,9656,NA,9656,NA,9656,NA,9656,NA,9656,NA,9656,NA,9656,NA,9656,NA,9656,NA,9656,NA,9657,NA,9657,NA,9657,NA,9657,NA,9657,NA,9657,NA,9657,NA,9657,NA,9657,NA,9657,NA,9657,NA,9657,NA,9657,NA,9657,NA,9657,NA,9658,NA,9658,NA,9658,NA,9658,NA,9658,NA,9658,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9659,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA,9660,NA
"Announcements & Nutritionists needed","15-451: Community Health and Hygiene Promotion Manager","Anonymous 1494","2015-06-15","https://www.en-net.org/question/1783.aspx",9810,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9812,NA,9813,NA,9813,NA,9813,NA,9813,NA,9813,NA,9813,NA,9813,NA,9813,NA,9813,NA,9813,NA,9813,NA,9813,NA,9813,NA,9813,NA,9813,NA,9813,NA,9814,NA,9814,NA,9814,NA,9814,NA,9814,NA,9814,NA,9814,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA,9815,NA
