"Theme","Topic","Author","Posted","Link","Views_20220823_045012","Replies_20220823_045012","Views_20220823_055957","Replies_20220823_055957"
"Announcements & Nutritionists needed","ACF is looking for A PSYCHOLOGIST - MENTAL HEALTH & CARE PRACTICES PROGRAMME MANAGER in Myanmar","Michael ALVES","2014-09-11","https://www.en-net.org/question/1478.aspx",8936,NA,8937,NA
"Announcements & Nutritionists needed","ACF is looking for a psychologist head of research project","Michael ALVES","2014-02-06","https://www.en-net.org/question/1266.aspx",7992,NA,7992,NA
"Announcements & Nutritionists needed","ACF is looking for A PSYCHOLOGIST MENTAL HEALTH AND CARE PRACTICES COORDINATOR in JORDAN","Marie Lecuyer","2014-06-16","https://www.en-net.org/question/1393.aspx",8315,NA,8315,NA
"Announcements & Nutritionists needed","ACF IS LOOKING FOR A ROVING NUTRITION & HEALTH EXPERT - ASIA","Michael ALVES","2016-11-16","https://www.en-net.org/question/2739.aspx",8327,NA,8327,NA
"Announcements & Nutritionists needed","ACF is looking for A SMART ROVING SURVEY PROGRAM MANAGER","Michael ALVES","2015-05-11","https://www.en-net.org/question/1725.aspx",9029,NA,9029,NA
"Announcements & Nutritionists needed","ACF is looking for A SQUEAC OFFICER in AFGHANISTAN","Marie Lecuyer","2014-05-21","https://www.en-net.org/question/1376.aspx",7967,NA,7967,NA
"Announcements & Nutritionists needed","ACF is looking for A SQUEAC OFFICER in Afghanistan","Michael ALVES","2015-06-30","https://www.en-net.org/question/1812.aspx",8084,NA,8084,NA
"Announcements & Nutritionists needed","ACF is looking for AN EXPERT EPIDEMIOLOGIST in LIBERIA","Marie Lecuyer","2014-12-17","https://www.en-net.org/question/1572.aspx",8802,NA,8802,NA
"Announcements & Nutritionists needed","ACF is looking for AN INFECTION PREVENTION AND CONTROL PROGRAM MANAGER - SIERRA LEONE","Marie Lecuyer","2015-01-26","https://www.en-net.org/question/1593.aspx",8524,NA,8524,NA
"Announcements & Nutritionists needed","ACF is looking for UN COORDINATEUR TECHNIQUE SANTE MATERNELLE ET INFANTILE ET NUTRITION (SMIN) (H/F) in Haiti","Michael ALVES","2015-07-01","https://www.en-net.org/question/1815.aspx",8745,NA,8747,NA
"Announcements & Nutritionists needed","ACF is looking for: A SQUEAC NUTRITION SURVEY PROGRAM MANAGER","Marie Lecuyer","2014-02-27","https://www.en-net.org/question/1283.aspx",8429,NA,8429,NA
"Announcements & Nutritionists needed","ACF is looking for:A NUTRITION AND HEALTH COORDINATOR in ETHIOPIA","Marie Lecuyer","2014-09-26","https://www.en-net.org/question/1490.aspx",8676,NA,8677,NA
"Announcements & Nutritionists needed","ACF is lookng for A NUTRITION FLYING TECHNICAL SUPPORT in Afghanistan","Michael ALVES","2014-09-11","https://www.en-net.org/question/1477.aspx",8481,NA,8481,NA
"Announcements & Nutritionists needed","ACF NGO is looking for A NUTRITION & HEALTH COORDINATOR IN YEMEN","Michael ALVES","2017-04-28","https://www.en-net.org/question/2910.aspx",7903,NA,7903,NA
"Announcements & Nutritionists needed","ACF reccherche UN CHARGE DE PROGRAMME EN SANTE & NUTRITION (H/F) en RCA","Marie Lecuyer","2015-04-09","https://www.en-net.org/question/1680.aspx",7921,NA,7921,NA
"Announcements & Nutritionists needed","ACF recherche un COORDINATEUR NUTRITION ET SANTE (H/F) à Djibouti","Marie Lecuyer","2014-06-02","https://www.en-net.org/question/1387.aspx",8893,NA,8893,NA
"Announcements & Nutritionists needed","ACF recherche un COORDINATEUR NUTRITION ET SANTE (H/F) au TCHAD","Marie Lecuyer","2014-03-21","https://www.en-net.org/question/1312.aspx",7898,NA,7898,NA
"Announcements & Nutritionists needed","ACF recherche UN COORDINATEUR NUTRITION ET SANTE (H/F) au TCHAD","Marie Lecuyer","2015-05-20","https://www.en-net.org/question/1738.aspx",8603,NA,8603,NA
"Announcements & Nutritionists needed","ACF recherche un COORDINATEUR NUTRITION ET SANTE (H/F) en RCA","Marie Lecuyer","2014-05-14","https://www.en-net.org/question/1366.aspx",8562,NA,8563,NA
"Announcements & Nutritionists needed","ACF recherche UN COORDINATEUR SANTE ET NUTRITION (H/F) au BURKINA FASO","Marie Lecuyer","2014-12-05","https://www.en-net.org/question/1563.aspx",8866,NA,8866,NA
"Announcements & Nutritionists needed","ACF recherche UN EXPERT EN RENFORCEMENT DES SYSTEMES DE SANTE (H/F) en Cote d'Ivoire","Marie Lecuyer","2014-10-15","https://www.en-net.org/question/1503.aspx",8390,NA,8390,NA
"Announcements & Nutritionists needed","ACF recherche UN EXPERT EN RENFORCEMENT DU SYSTEME DE SANTE (H/F)","Marie Lecuyer","2014-07-30","https://www.en-net.org/question/1432.aspx",8559,NA,8559,NA
"Announcements & Nutritionists needed","ACF recherche UN EXPERT EN RENFORCEMENT DU SYSTEME DE SANTE (H/F) à  DJIBOUTI","Michael ALVES","2015-09-01","https://www.en-net.org/question/1909.aspx",8300,NA,8300,NA
"Announcements & Nutritionists needed","ACF recherche UN EXPERT NUTRITION ET SANTE basé à DJIBOUTI","Marie Lecuyer","2015-05-20","https://www.en-net.org/question/1737.aspx",8304,NA,8304,NA
"Announcements & Nutritionists needed","ACF recherche un MEDECIN (H/F) en RCA","Marie Lecuyer","2014-07-18","https://www.en-net.org/question/1424.aspx",7892,NA,7892,NA
"Announcements & Nutritionists needed","ACF recherche UN RESPONSABLE DE PROGRAMME DE RECHERCHE (H/F) au BURKINA FASO","Michael ALVES","2015-09-02","https://www.en-net.org/question/1912.aspx",8154,NA,8154,NA
"Announcements & Nutritionists needed","ACF recherche UN RESPONSABLE DE PROGRAMME NUTRITION ET SANTE  en  RCA","Michael ALVES","2015-08-26","https://www.en-net.org/question/1896.aspx",8076,NA,8076,NA
"Announcements & Nutritionists needed","ACF recherche UN RESPONSABLE DE PROJET RECHERCHE OPÉRATIONNELLE NUTRITION/SANTE (H/F) au TCHAD","Marie Lecuyer","2014-11-28","https://www.en-net.org/question/1552.aspx",8435,NA,8435,NA
"Announcements & Nutritionists needed","ACF recherche un UN CHARGE DE PROJET PLAIDOYER NUTRITION FRANCE (H/F) basé en FRANCE","Marie Lecuyer","2014-11-07","https://www.en-net.org/question/1533.aspx",8659,NA,8659,NA
"Announcements & Nutritionists needed","ACF recherche un UN COORDINATEUR SANTE MENTALE ET PRATIQUE DE SOINS (H/F) en RCA","Marie Lecuyer","2014-05-14","https://www.en-net.org/question/1367.aspx",8838,NA,8838,NA
"Announcements & Nutritionists needed","ACF recherche un UN RÉFÉRENT TECHNIQUE URGENCE EBOLA (H/F) basé à Paris","Marie Lecuyer","2014-11-19","https://www.en-net.org/question/1545.aspx",8876,NA,8876,NA
"Announcements & Nutritionists needed","ACF recherche un UN RESPONSABLE ENQUETE NUTRITIONNELLE SMART (H/F)","Marie Lecuyer","2014-12-19","https://www.en-net.org/question/1578.aspx",8648,NA,8648,NA
"Announcements & Nutritionists needed","ACF recherche un UNE SAGE-FEMME  (H/F) au TCHAD","Marie Lecuyer","2014-05-07","https://www.en-net.org/question/1358.aspx",8919,NA,8919,NA
"Announcements & Nutritionists needed","ACF recherche UNE SAGE FEMME (H/F) au TCHAD","Michael ALVES","2015-09-02","https://www.en-net.org/question/1914.aspx",10022,NA,10022,NA
"Announcements & Nutritionists needed","ACF RESEARCH COORDINATOR - HEALTH NUTRITION IN CAR !!!","Michael ALVES","2016-06-06","https://www.en-net.org/question/2507.aspx",7767,NA,7767,NA
"Announcements & Nutritionists needed","ACF RESEARCH COORDINATOR A HEALTH & NUTRITION (H / F) IN CAR","Michael ALVES","2017-03-20","https://www.en-net.org/question/2857.aspx",7799,NA,7799,NA
"Announcements & Nutritionists needed","ACF seeks 2 Nutrition and Health Head of Departments (Afghanistan & Yemen)","Enguerrand ROBLIN","2013-12-10","https://www.en-net.org/question/1226.aspx",8278,NA,8278,NA
"Announcements & Nutritionists needed","ACF seeks a Head of Nutrition & Health Departement in Ethiopia (2 years position) !","Enguerrand ROBLIN","2013-04-09","https://www.en-net.org/question/1019.aspx",8772,NA,8772,NA
"Announcements & Nutritionists needed","ACF seeks a Head of Nutrition and Health Departement for its mission in India (6 months, asap)","Enguerrand ROBLIN","2013-10-21","https://www.en-net.org/question/1176.aspx",8689,NA,8689,NA
"Announcements & Nutritionists needed","ACF seeks a Mother, Child and Nutrition Technical Coordinator for a muti-year, USAID-funded program in Haïti","Enguerrand ROBLIN","2013-07-22","https://www.en-net.org/question/1107.aspx",8983,NA,8983,NA
"Announcements & Nutritionists needed","ACF SEEKS A NUTRITION AND HEALTH TECHNICAL ADVISOR (M / F) - PARIS","Michael ALVES","2017-03-27","https://www.en-net.org/question/2864.aspx",7511,NA,7511,NA
"Announcements & Nutritionists needed","ACF seeks a nutrition expert for Ethiopia (6 months, starting in February)","Enguerrand ROBLIN","2013-11-13","https://www.en-net.org/question/1198.aspx",8541,NA,8541,NA
"Announcements & Nutritionists needed","ACF SEEKS A TECHNICAL OPERATIONS CANDIDATE, HEALTH & NUTRITION - Middle East","Michael ALVES","2016-06-14","https://www.en-net.org/question/2515.aspx",8235,NA,8235,NA
"Announcements & Nutritionists needed","Action Against Hunger - Nutrition Program Manager Position, Pakistan","Bridget Corliss","2012-02-24","https://www.en-net.org/question/659.aspx",9305,NA,9305,NA
"Announcements & Nutritionists needed","Action Against Hunger - Nutrition Surveillance PM, Uganda","Bridget Corliss","2011-05-10","https://www.en-net.org/question/421.aspx",8539,NA,8539,NA
"Announcements & Nutritionists needed","Action Against Hunger is recruiting for a Field Research Coordinator for Mali","Ron Stokes-Walters","2019-09-17","https://www.en-net.org/question/3765.aspx",5610,NA,5611,NA
"Announcements & Nutritionists needed","Action Against Hunger is recruiting for a Field Research Coordinator for South Sudan","Ron Stokes-Walters","2019-09-04","https://www.en-net.org/question/3746.aspx",5142,NA,5142,NA
"Announcements & Nutritionists needed","Action Against Hunger UK is looking for a data Analyst and research Advisor","ALEXANDRA RUTISHAUSER","2021-08-17","https://www.en-net.org/question/4378.aspx",3838,NA,3840,NA
"Announcements & Nutritionists needed","Action Against Hunger UK is looking for local consultants in Papua New Guinea to conduct a review of community platforms  that can be leveraged to increase access to wasting and other nutrition services","Uwimana Sebinwa","2021-05-04","https://www.en-net.org/question/4288.aspx",3948,NA,3948,NA
"Announcements & Nutritionists needed","Action Against Hunger UK recruiting in London","Anne Salter","2019-05-09","https://www.en-net.org/question/3641.aspx",4895,NA,4895,NA
"Announcements & Nutritionists needed","Action Against Hunger UK recruits a Nutrition Assessment Adviser","ALEXANDRA RUTISHAUSER","2019-08-06","https://www.en-net.org/question/3727.aspx",5448,NA,5448,NA
"Announcements & Nutritionists needed","Action Against Hunger, Uganda - Nutrition Programme Coverage Survey (SQUEAC)","Bridget Corliss","2011-05-10","https://www.en-net.org/question/422.aspx",8835,NA,8835,NA
"Announcements & Nutritionists needed","Action Contre la Faim is looking for a consultant position on writing an Operational Manual for promoting the WASH in Nutrition Strategy","Julien Morel","2015-07-10","https://www.en-net.org/question/1827.aspx",9219,NA,9219,NA
"Announcements & Nutritionists needed","ACTION CONTRE LA FAIM recherche un RESPONSABLE DE DÉPARTEMENT NUT/SANTÉ EN RDC","Michael ALVES","2018-03-01","https://www.en-net.org/question/3255.aspx",7472,NA,7472,NA
"Announcements & Nutritionists needed","Action contre la faim recrute un Conseiller de couverture nutritionnelle au niveau mondial","ALEXANDRA RUTISHAUSER","2017-07-11","https://www.en-net.org/question/2987.aspx",7500,NA,7500,NA
"Announcements & Nutritionists needed","Action Contre la Faim: A CONSULTANCY on TRACKING DOMESTIC INVESTMENTS FOR NUTRITION IN SIERRA LEONE","Thuy Nguyen","2016-03-07","https://www.en-net.org/question/2393.aspx",8351,NA,8352,NA
"Announcements & Nutritionists needed","Activités de Renforcement des Capacités RTT pour 2018","Iris Bollemeijer","2017-12-08","https://www.en-net.org/question/3166.aspx",6473,NA,6473,NA
"Announcements & Nutritionists needed","Adolescent nutrition mapping exercise - online survey","Anonymous 24","2020-05-15","https://www.en-net.org/question/3983.aspx",4794,NA,4794,NA
"Announcements & Nutritionists needed","Advertisement","Anonymous 2725","2015-07-01","https://www.en-net.org/question/1816.aspx",9210,NA,9210,NA
"Announcements & Nutritionists needed","Advertising","Anonymous 2725","2014-11-08","https://www.en-net.org/question/1534.aspx",8034,NA,8034,NA
"Announcements & Nutritionists needed","AED is looking for a CMAM and Emergency Nutrition Manager in Washington, DC, USA","Brianne Burke","2010-10-06","https://www.en-net.org/question/275.aspx",8148,NA,8148,NA
"Announcements & Nutritionists needed","AED seeks a Senior CMAM Specialist to support the FANTA-2 project in Niger, located in Washington, DC","Brianne Burke","2010-10-06","https://www.en-net.org/question/276.aspx",7887,NA,7887,NA
"Announcements & Nutritionists needed","African Public Health Leaders Fellowship - London/Geneva","Anonymous 23498","2018-06-11","https://www.en-net.org/question/3351.aspx",6183,NA,6183,NA
"Announcements & Nutritionists needed","Ag-nutrition Funding Opportunity: IMMANA Grants Round 4","Sylvia Levy","2020-12-11","https://www.en-net.org/question/4155.aspx",4250,NA,4250,NA
"Announcements & Nutritionists needed","Agriculture and Nutrition Advisor (Technical Advisor I), FANTA III Project #2953","Jeffrey Coleman, Recruitment Coordinator","2013-02-14","https://www.en-net.org/question/973.aspx",8873,NA,8873,NA
"Announcements & Nutritionists needed","ALIMA (Alliance for INternational Medcial Action)- short term contract to undertake SMART and training in MALI","Anonymous 630","2012-02-10","https://www.en-net.org/question/640.aspx",7789,NA,7789,NA
"Announcements & Nutritionists needed","Alive & Thrive is seeking a Consultant for providing SUN Technical Assistance on national-level advocacy","Thahira Shireen Mustafa","2016-04-19","https://www.en-net.org/question/2460.aspx",9010,NA,9010,NA
"Announcements & Nutritionists needed","Alive & Thrive seeking a consultant for SUN Technical Assistance on national-level advocacy","Thahira Shireen Mustafa","2016-04-19","https://www.en-net.org/question/2458.aspx",8517,NA,8517,NA
"Announcements & Nutritionists needed","Alive & Thrive seeks a MIYCN Technical Advisor for Africa!","Nathalie Likhite","2021-03-11","https://www.en-net.org/question/4246.aspx",3927,NA,3928,NA
"Announcements & Nutritionists needed","An Integrative Framework for Implementation Science in Nutrition","The Society for Implementation Science in Nutrition","2017-07-24","https://www.en-net.org/question/3000.aspx",6992,NA,6992,NA
"Announcements & Nutritionists needed","AN OPERATIONAL TECHNICAL REFERENCE SUPPORT - HEALTH NUTRITION (M / F)","Marie McGrath","2017-06-30","https://www.en-net.org/question/2977.aspx",8114,NA,8114,NA
"Announcements & Nutritionists needed","Analyst","Anonymous 30777","2019-05-08","https://www.en-net.org/question/3639.aspx",4797,NA,4797,NA
"Announcements & Nutritionists needed","ANH Academy abstract submission invitation (deadline 13 Feb)","Steph Ray","2022-01-31","https://www.en-net.org/question/4481.aspx",2645,NA,2645,NA
"Announcements & Nutritionists needed","ANH2020","Abel Endashaw","2020-05-28","https://www.en-net.org/question/3996.aspx",4563,NA,4563,NA
"Announcements & Nutritionists needed","Announcement:  Launch of updated SMART website at www.smartmethodology.org","Scott Logue","2014-11-02","https://www.en-net.org/question/1523.aspx",9160,NA,9160,NA
"Announcements & Nutritionists needed","Announcing a New Research Prioritisation Exercise for Improving Wasting Prevention","Anonymous 24","2018-09-28","https://www.en-net.org/question/3459.aspx",6113,NA,6113,NA
"Announcements & Nutritionists needed","Appel aux Conseillers pour l'adaptation de l'approche CMAM Surge (augmentation de la prise en charge communautaire de la malnutrition aiguë sévère) au contexte Éthiopien.","Suzanne Fuhrman","2017-08-06","https://www.en-net.org/question/3015.aspx",8105,NA,8105,NA
"Announcements & Nutritionists needed","Appel de candidatures: Groupe d'experts indépendants / Global Nutrition Report","Jo Lofthouse","2017-12-22","https://www.en-net.org/question/3176.aspx",6969,NA,6969,NA
"Announcements & Nutritionists needed","Are any interships avaliable?","Maham khaliq","2021-11-20","https://www.en-net.org/question/4447.aspx",3528,NA,3528,NA
"Announcements & Nutritionists needed","Are you using the Mothers measure MUAC approach or do you know someone who is? If so, we want to hear from you!","Eleanor Rogers","2016-10-24","https://www.en-net.org/question/2696.aspx",9434,NA,9435,NA
